Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,year,month,week,day_of_week,quarter,lag_1,lag_2,lag_4,lag_12
1,2011-05-06,1629391.28,0,64.61,3.906,215.7960035,7.682,2011,5,18,4,2,1455090.69,1564819.81,1614259.35,1649614.93
1,2011-05-13,1604775.58,0,75.64,3.899,215.9640526,7.682,2011,5,19,4,2,1629391.28,1455090.69,1559889.0,1686842.78
1,2011-05-20,1428218.27,0,67.63,3.907,215.7339202,7.682,2011,5,20,4,2,1604775.58,1629391.28,1564819.81,1456800.28
1,2011-05-27,1466046.67,0,77.72,3.786,215.5037878,7.682,2011,5,21,4,2,1428218.27,1604775.58,1455090.69,1636263.41
1,2011-06-03,1635078.41,0,83.0,3.699,215.2736553,7.682,2011,6,22,4,2,1466046.67,1428218.27,1629391.28,1553191.63
1,2011-06-10,1588948.32,0,83.13,3.648,215.0435229,7.682,2011,6,23,4,2,1635078.41,1466046.67,1604775.58,1576818.06
1,2011-06-17,1532114.86,0,86.41,3.637,214.9980596,7.682,2011,6,24,4,2,1588948.32,1635078.41,1428218.27,1541102.38
1,2011-06-24,1438830.15,0,83.58,3.594,215.0910982,7.682,2011,6,25,4,2,1532114.86,1588948.32,1466046.67,1495064.75
1,2011-07-01,1488538.09,0,85.55,3.524,215.1841368,7.962,2011,7,26,4,3,1438830.15,1532114.86,1635078.41,1614259.35
1,2011-07-08,1534849.64,0,85.83,3.48,215.2771754,7.962,2011,7,27,4,3,1488538.09,1438830.15,1588948.32,1559889.0
1,2011-07-15,1455119.97,0,88.54,3.575,215.3611087,7.962,2011,7,28,4,3,1534849.64,1488538.09,1532114.86,1564819.81
1,2011-07-22,1396926.82,0,85.77,3.651,215.4222784,7.962,2011,7,29,4,3,1455119.97,1534849.64,1438830.15,1455090.69
1,2011-07-29,1352219.79,0,86.83,3.682,215.4834482,7.962,2011,7,30,4,3,1396926.82,1455119.97,1488538.09,1629391.28
1,2011-08-05,1624383.75,0,91.65,3.684,215.544618,7.962,2011,8,31,4,3,1352219.79,1396926.82,1534849.64,1604775.58
1,2011-08-12,1525147.09,0,90.76,3.638,215.6057878,7.962,2011,8,32,4,3,1624383.75,1352219.79,1455119.97,1428218.27
1,2011-08-19,1530761.43,0,89.94,3.554,215.6693107,7.962,2011,8,33,4,3,1525147.09,1624383.75,1396926.82,1466046.67
1,2011-08-26,1464693.46,0,87.96,3.523,215.7332258,7.962,2011,8,34,4,3,1530761.43,1525147.09,1352219.79,1635078.41
1,2011-09-02,1550229.22,0,87.83,3.533,215.7971409,7.962,2011,9,35,4,3,1464693.46,1530761.43,1624383.75,1588948.32
1,2011-09-09,1540471.24,1,76.0,3.546,215.861056,7.962,2011,9,36,4,3,1550229.22,1464693.46,1525147.09,1532114.86
1,2011-09-16,1514259.78,0,79.94,3.526,216.0410526,7.962,2011,9,37,4,3,1540471.24,1550229.22,1530761.43,1438830.15
1,2011-09-23,1380020.27,0,75.8,3.467,216.3758246,7.962,2011,9,38,4,3,1514259.78,1540471.24,1464693.46,1488538.09
1,2011-09-30,1394561.83,0,79.69,3.355,216.7105965,7.962,2011,9,39,4,3,1380020.27,1514259.78,1550229.22,1534849.64
1,2011-10-07,1630989.95,0,69.31,3.285,217.0453684,7.866,2011,10,40,4,4,1394561.83,1380020.27,1540471.24,1455119.97
1,2011-10-14,1493525.93,0,71.74,3.274,217.3552733,7.866,2011,10,41,4,4,1630989.95,1394561.83,1514259.78,1396926.82
1,2011-10-21,1502562.78,0,63.71,3.353,217.5159762,7.866,2011,10,42,4,4,1493525.93,1630989.95,1380020.27,1352219.79
1,2011-10-28,1445249.09,0,66.57,3.372,217.6766791,7.866,2011,10,43,4,4,1502562.78,1493525.93,1394561.83,1624383.75
1,2011-11-04,1697229.58,0,54.98,3.332,217.837382,7.866,2011,11,44,4,4,1445249.09,1502562.78,1630989.95,1525147.09
1,2011-11-11,1594938.89,0,59.11,3.297,217.9980849,7.866,2011,11,45,4,4,1697229.58,1445249.09,1493525.93,1530761.43
1,2011-11-18,1539483.7,0,62.25,3.308,218.2205088,7.866,2011,11,46,4,4,1594938.89,1697229.58,1502562.78,1464693.46
1,2011-11-25,2033320.66,1,60.14,3.236,218.4676211,7.866,2011,11,47,4,4,1539483.7,1594938.89,1445249.09,1550229.22
1,2011-12-02,1584083.95,0,48.91,3.172,218.7147333,7.866,2011,12,48,4,4,2033320.66,1539483.7,1697229.58,1540471.24
1,2011-12-09,1799682.38,0,43.93,3.158,218.9618456,7.866,2011,12,49,4,4,1584083.95,2033320.66,1594938.89,1514259.78
1,2011-12-16,1881176.67,0,51.63,3.159,219.1794533,7.866,2011,12,50,4,4,1799682.38,1584083.95,1539483.7,1380020.27
1,2011-12-23,2270188.99,0,47.96,3.112,219.3577216,7.866,2011,12,51,4,4,1881176.67,1799682.38,2033320.66,1394561.83
1,2011-12-30,1497462.72,1,44.55,3.129,219.5359898,7.866,2011,12,52,4,4,2270188.99,1881176.67,1584083.95,1630989.95
1,2012-01-06,1550369.92,0,49.01,3.157,219.7142581,7.348,2012,1,1,4,1,1497462.72,2270188.99,1799682.38,1493525.93
1,2012-01-13,1459601.17,0,48.53,3.261,219.8925263,7.348,2012,1,2,4,1,1550369.92,1497462.72,1881176.67,1502562.78
1,2012-01-20,1394393.84,0,54.11,3.268,219.9856893,7.348,2012,1,3,4,1,1459601.17,1550369.92,2270188.99,1445249.09
1,2012-01-27,1319325.59,0,54.26,3.29,220.0788523,7.348,2012,1,4,4,1,1394393.84,1459601.17,1497462.72,1697229.58
1,2012-02-03,1636339.65,0,56.55,3.36,220.1720153,7.348,2012,2,5,4,1,1319325.59,1394393.84,1550369.92,1594938.89
1,2012-02-10,1802477.43,1,48.02,3.409,220.2651783,7.348,2012,2,6,4,1,1636339.65,1319325.59,1459601.17,1539483.7
1,2012-02-17,1819870.0,0,45.32,3.51,220.4257586,7.348,2012,2,7,4,1,1802477.43,1636339.65,1394393.84,2033320.66
1,2012-02-24,1539387.83,0,57.25,3.555,220.636902,7.348,2012,2,8,4,1,1819870.0,1802477.43,1319325.59,1584083.95
1,2012-03-02,1688420.76,0,60.96,3.63,220.8480454,7.348,2012,3,9,4,1,1539387.83,1819870.0,1636339.65,1799682.38
1,2012-03-09,1675431.16,0,58.76,3.669,221.0591887,7.348,2012,3,10,4,1,1688420.76,1539387.83,1802477.43,1881176.67
1,2012-03-16,1677472.78,0,64.74,3.734,221.2118132,7.348,2012,3,11,4,1,1675431.16,1688420.76,1819870.0,2270188.99
1,2012-03-23,1511068.07,0,65.93,3.787,221.2864126,7.348,2012,3,12,4,1,1677472.78,1675431.16,1539387.83,1497462.72
1,2012-03-30,1649604.63,0,67.61,3.845,221.3610119,7.348,2012,3,13,4,1,1511068.07,1677472.78,1688420.76,1550369.92
1,2012-04-06,1899676.88,0,70.43,3.891,221.4356112,7.143,2012,4,14,4,2,1649604.63,1511068.07,1675431.16,1459601.17
1,2012-04-13,1621031.7,0,69.07,3.891,221.5102105,7.143,2012,4,15,4,2,1899676.88,1649604.63,1677472.78,1394393.84
1,2012-04-20,1521577.87,0,66.76,3.877,221.5640737,7.143,2012,4,16,4,2,1621031.7,1899676.88,1511068.07,1319325.59
1,2012-04-27,1468928.37,0,67.23,3.814,221.6179368,7.143,2012,4,17,4,2,1521577.87,1621031.7,1649604.63,1636339.65
1,2012-05-04,1684519.99,0,75.55,3.749,221.6718,7.143,2012,5,18,4,2,1468928.37,1521577.87,1899676.88,1802477.43
1,2012-05-11,1611096.05,0,73.77,3.688,221.7256632,7.143,2012,5,19,4,2,1684519.99,1468928.37,1621031.7,1819870.0
1,2012-05-18,1595901.87,0,70.33,3.63,221.742674,7.143,2012,5,20,4,2,1611096.05,1684519.99,1521577.87,1539387.83
1,2012-05-25,1555444.55,0,77.22,3.561,221.744944,7.143,2012,5,21,4,2,1595901.87,1611096.05,1468928.37,1688420.76
1,2012-06-01,1624477.58,0,77.95,3.501,221.7472139,7.143,2012,6,22,4,2,1555444.55,1595901.87,1684519.99,1675431.16
1,2012-06-08,1697230.96,0,78.3,3.452,221.7494839,7.143,2012,6,23,4,2,1624477.58,1555444.55,1611096.05,1677472.78
1,2012-06-15,1630607.0,0,79.35,3.393,221.7626421,7.143,2012,6,24,4,2,1697230.96,1624477.58,1595901.87,1511068.07
1,2012-06-22,1527845.81,0,78.39,3.346,221.8030211,7.143,2012,6,25,4,2,1630607.0,1697230.96,1555444.55,1649604.63
1,2012-06-29,1540421.49,0,84.88,3.286,221.8434,7.143,2012,6,26,4,2,1527845.81,1630607.0,1624477.58,1899676.88
1,2012-07-06,1769854.16,0,81.57,3.227,221.8837789,6.908,2012,7,27,4,3,1540421.49,1527845.81,1697230.96,1621031.7
1,2012-07-13,1527014.04,0,77.12,3.256,221.9241579,6.908,2012,7,28,4,3,1769854.16,1540421.49,1630607.0,1521577.87
1,2012-07-20,1497954.76,0,80.42,3.311,221.9327267,6.908,2012,7,29,4,3,1527014.04,1769854.16,1527845.81,1468928.37
1,2012-07-27,1439123.71,0,82.66,3.407,221.9412954,6.908,2012,7,30,4,3,1497954.76,1527014.04,1540421.49,1684519.99
1,2012-08-03,1631135.79,0,86.11,3.417,221.9498642,6.908,2012,8,31,4,3,1439123.71,1497954.76,1769854.16,1611096.05
1,2012-08-10,1592409.97,0,85.05,3.494,221.9584329,6.908,2012,8,32,4,3,1631135.79,1439123.71,1527014.04,1595901.87
1,2012-08-17,1597868.05,0,84.85,3.571,222.0384109,6.908,2012,8,33,4,3,1592409.97,1631135.79,1497954.76,1555444.55
1,2012-08-24,1494122.38,0,77.66,3.62,222.1719457,6.908,2012,8,34,4,3,1597868.05,1592409.97,1439123.71,1624477.58
1,2012-08-31,1582083.4,0,80.49,3.638,222.3054805,6.908,2012,8,35,4,3,1494122.38,1597868.05,1631135.79,1697230.96
1,2012-09-07,1661767.33,1,83.96,3.73,222.4390153,6.908,2012,9,36,4,3,1582083.4,1494122.38,1592409.97,1630607.0
1,2012-09-14,1517428.87,0,74.97,3.717,222.5820193,6.908,2012,9,37,4,3,1661767.33,1582083.4,1597868.05,1527845.81
1,2012-09-21,1506126.06,0,69.87,3.721,222.7818386,6.908,2012,9,38,4,3,1517428.87,1661767.33,1494122.38,1540421.49
1,2012-09-28,1437059.26,0,76.08,3.666,222.9816579,6.908,2012,9,39,4,3,1506126.06,1517428.87,1582083.4,1769854.16
1,2012-10-05,1670785.97,0,68.55,3.617,223.1814772,6.573,2012,10,40,4,4,1437059.26,1506126.06,1661767.33,1527014.04
1,2012-10-12,1573072.81,0,62.99,3.601,223.3812965,6.573,2012,10,41,4,4,1670785.97,1437059.26,1517428.87,1497954.76
1,2012-10-19,1508068.77,0,67.97,3.594,223.4257233,6.573,2012,10,42,4,4,1573072.81,1670785.97,1506126.06,1439123.71
1,2012-10-26,1493659.74,0,69.16,3.506,223.4442513,6.573,2012,10,43,4,4,1508068.77,1573072.81,1437059.26,1631135.79
2,2010-04-30,1802450.29,0,66.98,2.78,210.0505833,8.2,2010,4,17,4,2,1821990.93,1874957.94,2066187.72,2136989.46
2,2010-05-07,2042581.71,0,71.28,2.835,210.0011018,8.2,2010,5,18,4,2,1802450.29,1821990.93,1954689.21,2137809.5
2,2010-05-14,1880752.36,0,73.31,2.854,209.9984585,8.2,2010,5,19,4,2,2042581.71,1802450.29,1874957.94,2124451.54
2,2010-05-21,1896937.1,0,74.83,2.826,210.2768443,8.2,2010,5,20,4,2,1880752.36,2042581.71,1821990.93,1865097.27
2,2010-05-28,1957113.89,0,81.13,2.759,210.5552301,8.2,2010,5,21,4,2,1896937.1,1880752.36,1802450.29,1991013.13
2,2010-06-04,2102539.93,0,81.81,2.705,210.833616,8.2,2010,6,22,4,2,1957113.89,1896937.1,2042581.71,1990483.78
2,2010-06-11,2025538.76,0,83.4,2.668,211.1120018,8.2,2010,6,23,4,2,2102539.93,1957113.89,1880752.36,1946070.88
2,2010-06-18,2001636.96,0,85.81,2.637,211.1096543,8.2,2010,6,24,4,2,2025538.76,2102539.93,1896937.1,1750197.81
2,2010-06-25,1939927.09,0,86.26,2.653,210.9950134,8.2,2010,6,25,4,2,2001636.96,2025538.76,1957113.89,2066187.72
2,2010-07-02,2003940.64,0,82.74,2.669,210.8803726,8.099,2010,7,26,4,3,1939927.09,2001636.96,2102539.93,1954689.21
2,2010-07-09,1880902.62,0,82.59,2.642,210.7657317,8.099,2010,7,27,4,3,2003940.64,1939927.09,2025538.76,1874957.94
2,2010-07-16,1845879.79,0,85.32,2.623,210.7577954,8.099,2010,7,28,4,3,1880902.62,2003940.64,2001636.96,1821990.93
2,2010-07-23,1781717.71,0,87.66,2.608,210.8921319,8.099,2010,7,29,4,3,1845879.79,1880902.62,1939927.09,1802450.29
2,2010-07-30,1804246.16,0,83.49,2.64,211.0264684,8.099,2010,7,30,4,3,1781717.71,1845879.79,2003940.64,2042581.71
2,2010-08-06,1991909.98,0,89.53,2.627,211.1608049,8.099,2010,8,31,4,3,1804246.16,1781717.71,1880902.62,1880752.36
2,2010-08-13,1895601.05,0,89.05,2.692,211.2951413,8.099,2010,8,32,4,3,1991909.98,1804246.16,1845879.79,1896937.1
2,2010-08-20,1964335.23,0,88.7,2.664,211.2596586,8.099,2010,8,33,4,3,1895601.05,1991909.98,1781717.71,1957113.89
2,2010-08-27,1863840.49,0,87.12,2.619,211.2241759,8.099,2010,8,34,4,3,1964335.23,1895601.05,1804246.16,2102539.93
2,2010-09-03,1904608.09,0,81.83,2.577,211.1886931,8.099,2010,9,35,4,3,1863840.49,1964335.23,1991909.98,2025538.76
2,2010-09-10,1839128.83,1,79.09,2.565,211.1532104,8.099,2010,9,36,4,3,1904608.09,1863840.49,1895601.05,2001636.96
2,2010-09-17,1793903.6,0,82.05,2.582,211.1806415,8.099,2010,9,37,4,3,1839128.83,1904608.09,1964335.23,1939927.09
2,2010-09-24,1724557.22,0,81.79,2.624,211.2552578,8.099,2010,9,38,4,3,1793903.6,1839128.83,1863840.49,2003940.64
2,2010-10-01,1827440.43,0,69.24,2.603,211.3298742,8.163,2010,10,39,4,4,1724557.22,1793903.6,1904608.09,1880902.62
2,2010-10-08,1849921.44,0,63.19,2.633,211.4044906,8.163,2010,10,40,4,4,1827440.43,1724557.22,1839128.83,1845879.79
2,2010-10-15,1794355.49,0,65.8,2.72,211.4713286,8.163,2010,10,41,4,4,1849921.44,1827440.43,1793903.6,1781717.71
2,2010-10-22,1737947.64,0,68.5,2.725,211.5187208,8.163,2010,10,42,4,4,1794355.49,1849921.44,1724557.22,1804246.16
2,2010-10-29,1802755.11,0,66.24,2.716,211.5661131,8.163,2010,10,43,4,4,1737947.64,1794355.49,1827440.43,1991909.98
2,2010-11-05,1939061.41,0,57.85,2.689,211.6135053,8.163,2010,11,44,4,4,1802755.11,1737947.64,1849921.44,1895601.05
2,2010-11-12,1916812.74,0,59.69,2.728,211.6608975,8.163,2010,11,45,4,4,1939061.41,1802755.11,1794355.49,1964335.23
2,2010-11-19,1956739.17,0,50.81,2.771,211.5470304,8.163,2010,11,46,4,4,1916812.74,1939061.41,1737947.64,1863840.49
2,2010-11-26,2658725.29,1,62.98,2.735,211.4062867,8.163,2010,11,47,4,4,1956739.17,1916812.74,1802755.11,1904608.09
2,2010-12-03,2015781.27,0,49.33,2.708,211.265543,8.163,2010,12,48,4,4,2658725.29,1956739.17,1939061.41,1839128.83
2,2010-12-10,2378726.55,0,45.5,2.843,211.1247993,8.163,2010,12,49,4,4,2015781.27,2658725.29,1916812.74,1793903.6
2,2010-12-17,2609166.75,0,47.55,2.869,211.0645458,8.163,2010,12,50,4,4,2378726.55,2015781.27,1956739.17,1724557.22
2,2010-12-24,3436007.68,0,49.97,2.886,211.0646599,8.163,2010,12,51,4,4,2609166.75,2378726.55,2658725.29,1827440.43
2,2010-12-31,1750434.55,1,47.3,2.943,211.064774,8.163,2010,12,52,4,4,3436007.68,2609166.75,2015781.27,1849921.44
2,2011-01-07,1758050.79,0,44.69,2.976,211.0648881,8.028,2011,1,1,4,1,1750434.55,3436007.68,2378726.55,1794355.49
2,2011-01-14,1744193.58,0,33.02,2.983,211.1176713,8.028,2011,1,2,4,1,1758050.79,1750434.55,2609166.75,1737947.64
2,2011-01-21,1751384.9,0,41.4,3.016,211.4864691,8.028,2011,1,3,4,1,1744193.58,1758050.79,3436007.68,1802755.11
2,2011-01-28,1695371.68,0,42.83,3.01,211.8552668,8.028,2011,1,4,4,1,1751384.9,1744193.58,1750434.55,1939061.41
2,2011-02-04,1929346.23,0,38.25,2.989,212.2240646,8.028,2011,2,5,4,1,1695371.68,1751384.9,1758050.79,1916812.74
2,2011-02-11,2168041.61,1,33.19,3.022,212.5928624,8.028,2011,2,6,4,1,1929346.23,1695371.68,1744193.58,1956739.17
2,2011-02-18,2080884.82,0,57.83,3.045,212.9033115,8.028,2011,2,7,4,1,2168041.61,1929346.23,1751384.9,2658725.29
2,2011-02-25,1833511.08,0,60.8,3.065,213.190421,8.028,2011,2,8,4,1,2080884.82,2168041.61,1695371.68,2015781.27
2,2011-03-04,1981607.78,0,57.77,3.288,213.4775305,8.028,2011,3,9,4,1,1833511.08,2080884.82,1929346.23,2378726.55
2,2011-03-11,1879107.31,0,52.7,3.459,213.7646401,8.028,2011,3,10,4,1,1981607.78,1833511.08,2168041.61,2609166.75
2,2011-03-18,1902557.66,0,62.32,3.488,214.0156238,8.028,2011,3,11,4,1,1879107.31,1981607.78,2080884.82,3436007.68
2,2011-03-25,1766162.05,0,69.42,3.473,214.2521573,8.028,2011,3,12,4,1,1902557.66,1879107.31,1833511.08,1750434.55
2,2011-04-01,1800171.36,0,55.43,3.524,214.4886908,7.931,2011,4,13,4,2,1766162.05,1902557.66,1981607.78,1758050.79
2,2011-04-08,1847552.61,0,67.0,3.622,214.7252242,7.931,2011,4,14,4,2,1800171.36,1766162.05,1879107.31,1744193.58
2,2011-04-15,1856467.84,0,69.48,3.743,214.9420631,7.931,2011,4,15,4,2,1847552.61,1800171.36,1902557.66,1751384.9
2,2011-04-22,1886339.6,0,69.39,3.807,215.1096657,7.931,2011,4,16,4,2,1856467.84,1847552.61,1766162.05,1695371.68
2,2011-04-29,1745545.28,0,69.21,3.81,215.2772683,7.931,2011,4,17,4,2,1886339.6,1856467.84,1800171.36,1929346.23
2,2011-05-06,1837743.6,0,61.48,3.906,215.4448709,7.931,2011,5,18,4,2,1745545.28,1886339.6,1847552.61,2168041.61
2,2011-05-13,1838513.07,0,74.61,3.899,215.6124735,7.931,2011,5,19,4,2,1837743.6,1745545.28,1856467.84,2080884.82
2,2011-05-20,1688281.86,0,67.14,3.907,215.3834778,7.931,2011,5,20,4,2,1838513.07,1837743.6,1886339.6,1833511.08
2,2011-05-27,1797732.56,0,76.42,3.786,215.1544822,7.931,2011,5,21,4,2,1688281.86,1838513.07,1745545.28,1981607.78
2,2011-06-03,1933756.21,0,83.07,3.699,214.9254865,7.931,2011,6,22,4,2,1797732.56,1688281.86,1837743.6,1879107.31
2,2011-06-10,1929153.16,0,83.4,3.648,214.6964908,7.931,2011,6,23,4,2,1933756.21,1797732.56,1838513.07,1902557.66
2,2011-06-17,1953771.99,0,86.53,3.637,214.6513538,7.931,2011,6,24,4,2,1929153.16,1933756.21,1688281.86,1766162.05
2,2011-06-24,1790925.8,0,85.17,3.594,214.7441108,7.931,2011,6,25,4,2,1953771.99,1929153.16,1797732.56,1800171.36
2,2011-07-01,1866243.0,0,85.69,3.524,214.8368678,7.852,2011,7,26,4,3,1790925.8,1953771.99,1933756.21,1847552.61
2,2011-07-08,1853161.99,0,87.7,3.48,214.9296249,7.852,2011,7,27,4,3,1866243.0,1790925.8,1929153.16,1856467.84
2,2011-07-15,1785187.29,0,89.83,3.575,215.0134426,7.852,2011,7,28,4,3,1853161.99,1866243.0,1953771.99,1886339.6
2,2011-07-22,1743816.41,0,89.34,3.651,215.0749122,7.852,2011,7,29,4,3,1785187.29,1853161.99,1790925.8,1745545.28
2,2011-07-29,1680693.06,0,90.07,3.682,215.1363819,7.852,2011,7,30,4,3,1743816.41,1785187.29,1866243.0,1837743.6
